"Sec","Code","Course (hr, crd)","Description","Day","Time","Instructor","Location","Enrolled","Limit","Mode of Instruction",
"010","28434","ENGL 210W (3, 3)","Intro Creative Writing","M, W","4:40 PM - 5:55 PM","Singh, Radhika","KY 281","0","18","In-Person",
"006","28473","ENGL 210W (3, 3)","Intro Creative Writing","T, TH","5:00 PM - 6:15 PM",", ","KY 416","2","18","In-Person",
"009","28518","ENGL 210W (3, 3)","Intro Creative Writing","T, TH","1:40 PM - 2:55 PM","Marzo, Lilian","KY 414","8","18","In-Person",
"007","28519","ENGL 210W (3, 3)","Intro Creative Writing","T, TH","12:15 PM - 1:30 PM",", ","KP 304","18","18","In-Person",
"005","29056","ENGL 210W (3, 3)","Intro Creative Writing","M, W","5:00 PM - 6:15 PM","Paslawski, Megan","OL 01","11","18","Online Sync",
"004","29257","ENGL 210W (3, 3)","Intro Creative Writing","T, TH","3:10 PM - 4:25 PM","Hyatt, Francesca","KY 325","9","18","In-Person",
"003","29258","ENGL 210W (3, 3)","Intro Creative Writing","M, W","3:10 PM - 4:25 PM","Cooley, Nicole","KY 425","7","18","In-Person",
"005","28550","ENGL 211W (3, 3)","Introduction to Writing Nonfic","M, W","1:40 PM - 2:55 PM","Simon, Heather","PH 151","6","18","In-Person",
"004","28516","ENGL 211W (3, 3)","Introduction to Writing Nonfic","M, W","10:45 AM - 12:00 PM","Simon, Heather","KY 416","7","18","In-Person",
"001","28517","ENGL 211W (3, 3)","Introduction to Writing Nonfic","T, TH","1:40 PM - 2:55 PM","Hyatt, Francesca","KY 416","6","18","In-Person",
"003","28162","ENGL 211W (3, 3)","Introduction to Writing Nonfic","T, TH","4:40 PM - 5:55 PM","Prins, Richard","KY 426","4","18","In-Person",
"001","27394","ENGL 221 (3, 3)","Editorial Practices","M, W","10:45 AM - 12:00 PM","Norton, Lee","KY 420","14","18","In-Person",
"004","29455","ENGL 241 (4, 4)","Text in Its Historical Moment","T, TH","4:40 PM - 6:30 PM","Sargent, Michael","KY 173","10","22","In-Person",
"001","27558","ENGL 241 (4, 4)","Text in Its Historical Moment","M, W","10:05 AM - 11:55 AM","Faherty, Duncan","PH 102","11","22","In-Person",
"001","27557","ENGL 242 (4, 4)","Literary History","M, W","10:05 AM - 11:55 AM","Cassvan, Jeffrey","PH 104","9","22","In-Person",
"001","27556","ENGL 243 (4, 4)","Genre","M, W","10:05 AM - 11:55 AM","Black, Ryan","KY 248","22","22","In-Person",
"002","27555","ENGL 243 (4, 4)","Genre","T, TH","1:40 PM - 3:30 PM","Schanoes, Veronica","PH 104","7","22","In-Person",
"002","27552","ENGL 244 (4, 4)","Theory","T, TH","1:40 PM - 3:30 PM","Kruger, Steven","PH 102","17","22","In-Person",
"001","27553","ENGL 244 (4, 4)","Theory","T, TH","1:40 PM - 3:30 PM","Chu, Seo-Young","OL 01","22","22","Online Sync",
"003","27554","ENGL 244 (4, 4)","Theory","M, W","1:40 PM - 3:30 PM","Paslawski, Megan","KY 173","21","22","In-Person",
"001","28868","ENGL 290W (3, 3)","The History of the English Lan","T, TH","3:10 PM - 4:25 PM","Sargent, Michael","KY 173","6","25","In-Person",
"001","28472","ENGL 2993 (135, 3)","Internship","&nbsp;"," - ","Norton, Lee"," ","1","15","In-Person",
"001","29256","ENGL 301W (3, 3)","Fiction Workshop","T, TH","3:10 PM - 4:25 PM","Weir, John","KP 304","15","18","In-Person",
"001","28533","ENGL 302 (3, 3)","Playwriting Workshop","T, TH","10:45 AM - 12:00 PM","Miller, Hillary","KY 323","5","18","In-Person",
"001","28522","ENGL 303W (3, 3)","Non-fiction Workshop","T, TH","1:40 PM - 2:55 PM","Hopper, Briallen","SB D135","4","18","In-Person",
"001","29130","ENGL 304 (3, 3)","Poetry Workshop","M, W","3:10 PM - 4:25 PM","Sedarat, Roger","KY 325","9","18","In-Person",
"003","51828","ENGL 309 (3, 3)","VT: Studies in Theory","M","5:00 PM - 7:50 PM","Grier, Miles","KY 148","0","20","In-Person",
"001","27505","ENGL 309 (3, 3)","VT: Studies in Theory","T, TH","1:40 PM - 2:55 PM","Weingarten, Karen","KP 304","0","15","In-Person",
"001","28532","ENGL 314 (3, 3)","VT: Studies in Popular Genres","T, TH","10:40 AM - 11:55 AM","Kemp, Sawyer","KP 304","9","20","In-Person",
"002","54932","ENGL 314 (3, 3)","VT: Studies in Popular Genres","M","1:40 PM - 4:30 PM","Healey, Meghan","RA 205","0","20","In-Person",
"001","33752","ENGL 324 (3, 3)","Victorian Poetry and Prose","M, W","1:40 PM - 2:55 PM","Drury, Annmarie","KY 423","25","25","In-Person",
"002","51829","ENGL 348 (3, 3)","The Early Black Atlantic","M, W","10:45 AM - 12:00 PM","Grier, Miles","KY 246","2","25","In-Person",
"001","28156","ENGL 379 (3, 3)","VT: Tran Ntl Post-Col Glob Lit","T, TH","4:40 PM - 5:55 PM","Chu, Seo-Young","OL 01","30","30","Online Sync",
"004","27094","ENGL 391W (4, 4)","Vt: Senior Semi in Lit","M, W","10:05 AM - 11:55 AM","Paslawski, Megan","KP 304","10","15","In-Person",
"001","27093","ENGL 391W (4, 4)","Vt: Senior Semi in Lit","M, W","1:40 PM - 3:30 PM","Sirlin, Rhoda","KP 333","1","15","In-Person",
"003","27095","ENGL 391W (4, 4)","Vt: Senior Semi in Lit","M, W","4:40 PM - 6:30 PM","Cassvan, Jeffrey","KY 248","5","15","In-Person",
"002","27097","ENGL 391W (4, 4)","Vt: Senior Semi in Lit","T, TH","1:40 PM - 3:30 PM","Bowen, Barbara","KY 423","5","15","In-Person",
"001","29140","ENGL 399W (4, 4)","Department Honors Seminar","M","5:00 PM - 8:50 PM","Silyn Roberts, Sian","KP 708","10","15","In-Person",
"002","29209","ENGL 399W (4, 4)","Department Honors Seminar","T","1:40 PM - 5:30 PM","Silyn Roberts, Sian","KP 708","5","15","In-Person",
"001","27098","ENGL 636 (3, 3)","Literary Theory for Grad Study","TH","4:40 PM - 6:30 PM","Kruger, Steven","KP 708","6","10","In-Person",
"001","27098","ENGL 636 (3, 3)","Literary Theory for Grad Study","TH","4:40 PM - 6:30 PM","Kruger, Steven","KP 708","6","10","In-Person",
"001","29454","ENGL 701 (3, 3)","Methods&amp;Writing for Grad Study","W","4:40 PM - 6:30 PM","Ferguson, Kevin","OL 01","4","10","Online Sync",
"001","29454","ENGL 701 (3, 3)","Methods&amp;Writing for Grad Study","W","4:40 PM - 6:30 PM","Ferguson, Kevin","OL 01","4","10","Online Sync",
"001","28418","ENGL 719 (3, 3)","Medieval Literature","M","4:40 PM - 6:30 PM","Burger, Glenn","KY 418","2","15","In-Person",
"001","28418","ENGL 719 (3, 3)","Medieval Literature","M","4:40 PM - 6:30 PM","Burger, Glenn","KY 418","2","15","In-Person",
"001","29453","ENGL 721 (3, 3)","Vt:17th Century Literature","M","4:40 PM - 6:30 PM","Hintz, Carrie","OL 01","3","9","Online Sync",
"001","29132","ENGL 727 (3, 3)","Nineteenth-Century U.S. Lit","T","6:40 PM - 8:30 PM","Sedarat, Roger","OL 01","6","9","Online Sync",
"001","29132","ENGL 727 (3, 3)","Nineteenth-Century U.S. Lit","T","6:40 PM - 8:30 PM","Sedarat, Roger","OL 01","6","9","Online Sync",
"001","28155","ENGL 734 (3, 3)","Native Ameri &amp; Indigenous Lit","M","6:40 PM - 8:30 PM","Orchard, William","OL 01","3","9","Online Sync",
"001","27342","ENGL 745 (3, 3)","Workshop Creative Nonfiction","TH","6:40 PM - 8:30 PM","Hopper, Briallen","KP 708","2","15","In-Person",
"001","29450","ENGL 747 (3, 3)","Workshop in Fiction","TH","6:40 PM - 8:30 PM","Weir, John","KP 304","5","15","In-Person",
"002","54822","ENGL 748 (3, 3)","Workshop in Poetry","M","6:40 PM - 8:30 PM","Hahn, Kimiko","KP 304","2","20","In-Person",
"001","34466","ENGL 758 (3, 3)","MFA Thesis Workshop","W","6:40 PM - 8:30 PM","Cooley, Nicole","KP 304","8","15","In-Person",
"001","29333","ENGL 763 (3, 3)","Translation Theory &amp; Practice","T","6:40 PM - 8:30 PM","Alcalay, Ammiel","QH 245G","5","15","In-Person",
"001","27343","ENGL 765 (3, 3)","Cross-Genre Craft","T","6:40 PM - 8:30 PM",", ","KP 708","7","15","In-Person",
"002","34465","ENGL 781 (3, 3)","Special Seminars","TH","4:40 PM - 6:30 PM","Weingarten, Karen","KY 321","0","15","In-Person",
"001","29332","ENGL 781 (3, 3)","Special Seminars","T","4:40 PM - 6:30 PM","Fisk, Gloria","KP 304","4","10","In-Person",
"001","27650","ENGL 793 (3, 3)","Teaching College Writing","TH","4:40 PM - 6:30 PM","Albracht, Lindsey","KY 316","4","15","In-Person",
"1A","27608","ENSCI 099 (6, 4)","Guide to Environmental Choices","M","1:40 PM - 4:30 PM",", ","SB D235","17","18","In-Person",
"2C","27610","ENSCI 099 (6, 4)","Guide to Environmental Choices","TH","1:40 PM - 4:30 PM",", ","SB D235","13","18","In-Person",
"1E","27611","ENSCI 099 (6, 4)","Guide to Environmental Choices","M","1:40 PM - 4:30 PM",", ","SB A135A","0","18","In-Person",
"1E","27611","ENSCI 099 (6, 4)","Guide to Environmental Choices","M","1:40 PM - 4:30 PM",", ","SB D245","0","18","In-Person",
"2D","27612","ENSCI 099 (6, 4)","Guide to Environmental Choices","T","5:00 PM - 7:50 PM",", ","SB D235","4","18","In-Person",
"1C","27613","ENSCI 099 (6, 4)","Guide to Environmental Choices","T","9:10 AM - 12:00 PM",", ","SB D235","11","18","In-Person",
"1B","29111","ENSCI 099 (6, 4)","Guide to Environmental Choices","W","1:40 PM - 4:30 PM",", ","SB D235","6","18","In-Person",
"2A","27614","ENSCI 099 (6, 4)","Guide to Environmental Choices","T","9:10 AM - 12:00 PM",", ","SB E227","2","18","In-Person",
"1D","27615","ENSCI 099 (6, 4)","Guide to Environmental Choices","TH","9:10 AM - 12:00 PM",", ","SB D235","7","18","In-Person",
"2B","27616","ENSCI 099 (6, 4)","Guide to Environmental Choices","T","1:40 PM - 4:30 PM",", ","SB D235","11","18","In-Person",
"2","27618","ENSCI 099 (6, 4)","Guide to Environmental Choices","T, TH","12:15 PM - 1:30 PM","Yi, Chuixiang","SB C203","30","72","In-Person",
"1","27619","ENSCI 099 (6, 4)","Guide to Environmental Choices","M, W","10:45 AM - 12:00 PM","Ramadhin, Christine","SB C207","41","90","In-Person",
"2A","27614","ENSCI 099 (6, 4)","Guide to Environmental Choices","T","9:10 AM - 12:00 PM",", ","SB D245","2","18","In-Person",
"3","29159","ENSCI 100 (6, 4)","Our Planet In 21st Century","S","9:10 AM - 12:00 PM","Williams, Latisha","SB D135","5","18","In-Person",
"2","29208","ENSCI 100 (6, 4)","Our Planet In 21st Century","T, TH","10:45 AM - 12:00 PM","Bird, Jeffrey","SB C207","17","54","In-Person",
"3A","29158","ENSCI 100 (6, 4)","Our Planet In 21st Century","S","1:00 PM - 3:50 PM","Williams, Latisha","SB E243","5","18","In-Person",
"1A","29042","ENSCI 100 (6, 4)","Our Planet In 21st Century","M","9:10 AM - 12:00 PM",", ","SB E243","10","18","In-Person",
"1D","28799","ENSCI 100 (6, 4)","Our Planet In 21st Century","W","5:00 PM - 7:50 PM",", ","SB A135A","4","18","In-Person",
"1D","28799","ENSCI 100 (6, 4)","Our Planet In 21st Century","W","5:00 PM - 7:50 PM",", ","SB E243","4","18","In-Person",
"1","28917","ENSCI 100 (6, 4)","Our Planet In 21st Century","M, W","1:40 PM - 2:55 PM","Ramadhin, Christine","SB B137","32","72","In-Person",
"2D","29035","ENSCI 100 (6, 4)","Our Planet In 21st Century","W","1:40 PM - 4:30 PM",", ","SB E227","6","18","In-Person",
"2D","29035","ENSCI 100 (6, 4)","Our Planet In 21st Century","W","1:40 PM - 4:30 PM",", ","SB E243","6","18","In-Person",
"2B","29038","ENSCI 100 (6, 4)","Our Planet In 21st Century","TH","1:40 PM - 4:30 PM",", ","SB E227","6","18","In-Person",
"2B","29038","ENSCI 100 (6, 4)","Our Planet In 21st Century","TH","1:40 PM - 4:30 PM",", ","SB E243","6","18","In-Person",
"2A","29039","ENSCI 100 (6, 4)","Our Planet In 21st Century","T","12:10 PM - 3:00 PM",", ","SB E227","3","18","In-Person",
"2A","29039","ENSCI 100 (6, 4)","Our Planet In 21st Century","T","12:10 PM - 3:00 PM",", ","SB E243","3","18","In-Person",
"1C","29040","ENSCI 100 (6, 4)","Our Planet In 21st Century","M","3:10 PM - 6:00 PM",", ","SB E227","13","18","In-Person",
"1C","29040","ENSCI 100 (6, 4)","Our Planet In 21st Century","M","3:10 PM - 6:00 PM",", ","SB E243","13","18","In-Person",
"1B","29041","ENSCI 100 (6, 4)","Our Planet In 21st Century","W","9:10 AM - 12:00 PM",", ","SB E227","5","18","In-Person",
"1B","29041","ENSCI 100 (6, 4)","Our Planet In 21st Century","W","9:10 AM - 12:00 PM",", ","SB E243","5","18","In-Person",
"1A","29042","ENSCI 100 (6, 4)","Our Planet In 21st Century","M","9:10 AM - 12:00 PM",", ","SB E227","10","18","In-Person",
"1","28763","ENSCI 112 (3, 3)","Our Changing Planet","M, W","10:45 AM - 12:00 PM","Blanford, William","PH 115","13","45","In-Person",
"1","28992","ENSCI 200 (3, 3)","Earth System Science","T, TH","12:15 PM - 1:30 PM","Bird, Jeffrey","SB D135","25","25","In-Person",
"1","27634","ENSCI 373W (3, 3)","Environmental Problem Solving","M, W","10:45 AM - 12:00 PM","O'Mullan, Gregory","SB D135","10","20","In-Person",
"1","27654","ENSCI 397 (3, 3)","Internship Environmental Sci","&nbsp;"," - ","Bird, Jeffrey"," ","0","2","In-Person",
"005","54216","EURO 120 (3, 3)","Writing European Lit &amp; Culture","&nbsp;"," - ","Cloarec, Yves","OL 02","20","25","Online Async",
"004","27605","EURO 120 (3, 3)","Writing European Lit &amp; Culture","M, W","1:40 PM - 2:55 PM","Bouhayat, Souad","QH 320","5","25","In-Person",
"002","27604","EURO 120 (3, 3)","Writing European Lit &amp; Culture","T, TH","10:45 AM - 12:00 PM","Cloarec, Yves","QH 270F","6","25","In-Person",
"001","27603","EURO 120 (3, 3)","Writing European Lit &amp; Culture","&nbsp;"," - ","Cloarec, Yves","OL 02","25","25","Online Async",
"001","27104","FASH 120 (3, 3)","The World of Fashion","T","5:00 PM - 7:50 PM","Killeaney, Richard","RA 205","9","25","In-Person",
"001","27105","FASH 121 (3, 3)","Textiles Exploration","T","1:40 PM - 4:30 PM","Killeaney, Richard","RA 219","9","20","In-Person",
"002","28796","FASH 126 (3, 3)","Fashion Design Studio I","W","5:00 PM - 7:50 PM","Lukyanovich, Svetlana","RA 201","10","15","In-Person",
"003","28795","FASH 126 (3, 3)","Fashion Design Studio I","F","9:10 AM - 12:00 PM","Lukyanovich, Svetlana","RA 201","4","15","In-Person",
"004","28794","FASH 126 (3, 3)","Fashion Design Studio I","M","9:10 AM - 12:00 PM","Leahy, Nicholas","RA 201","15","15","In-Person",
"001","27358","FASH 126 (3, 3)","Fashion Design Studio I","W","1:40 PM - 4:30 PM","Lukyanovich, Svetlana","RA 201","7","15","In-Person",
"001","27108","FASH 157 (3, 3)","Fash Hist in West: Origins-19C","M","9:10 AM - 12:00 PM","Ripley, Emily","RE 307","3","18","In-Person",
"001","27504","FASH 225 (3, 3)","Fash Design Sketch &amp; Illus I","TH","9:10 AM - 12:00 PM","Ripley, Emily","RE 307","2","18","In-Person",
"001","28793","FASH 226 (3, 3)","Fashion Design Studio II","M","1:40 PM - 4:30 PM","Leahy, Nicholas","RA 201","2","15","In-Person",
"001","27103","FASH 227 (3, 3)","Dress Matters Sem: Contemp Exp","W","9:10 AM - 12:00 PM","Ripley, Emily","RA 205","7","18","In-Person",
"001","29532","FASH 3581 (1, 1)","Indepen Study: Fashion Archive","&nbsp;"," - ","Ripley, Emily"," ","0","1","In-Person",
"001","29531","FASH 3582 (2, 2)","Indepen Study: Fashion Archive","&nbsp;"," - ","Ripley, Emily"," ","0","1","In-Person",
"001","29530","FASH 3583 (3, 3)","Indepen Study: Fashion Archive","&nbsp;"," - ","Ripley, Emily"," ","0","1","In-Person",
"001","29533","FASH 359 (3, 3)","Ind Study: Fashion Design Proj","&nbsp;"," - ","Ripley, Emily"," ","0","1","In-Person",
"001","29689","FASH 370 (3, 3)","Fashion in the Museum","TH","1:40 PM - 4:30 PM","Killeaney, Richard","RA 205","8","15","In-Person",
"001","27090","FASH 3731 (3, 1)","Internship in Fashion &amp; Design","&nbsp;"," - ","Ripley, Emily"," ","0","1","In-Person",
"001","27088","FASH 3732 (6, 2)","Internship in Fashion &amp; Design","&nbsp;"," - ","Ripley, Emily"," ","0","1","In-Person",
"01","27962","FNES 010 (2, 1)","Intro Skill Assessment","M, W","10:05 AM - 10:55 AM","Hoover, Robert","FG 300N","17","24","In-Person",
"02","27877","FNES 012 (2, 1)","Team Sports","M, W","7:30 PM - 8:20 PM","Lee, Christopher","FG 300N","24","24","In-Person",
"VS1","27879","FNES 012 (2, 1)","Team Sports","M","8:00 AM - 9:00 AM",", "," ","0","0","Hybrid Async",
"01","27878","FNES 012 (2, 1)","Team Sports","M, W","11:10 AM - 12:00 PM","Hoover, Robert","AR SF02","24","24","In-Person",
"03","27876","FNES 012 (2, 1)","Team Sports","M, W","8:30 PM - 9:20 PM","Lee, Christopher","FG 300N","19","24","In-Person",
"04","27875","FNES 012 (2, 1)","Team Sports","T, TH","10:05 AM - 10:55 AM","Fleming, Liselotte","AR SF02","11","24","In-Person",
"02","27868","FNES 013 (2, 1)","Dance","T","4:20 PM - 6:10 PM","Osborne, Helene","FG 313","14","18","In-Person",
"003","29652","FNES 013 (2, 1)","Dance","W","10:05 AM - 11:55 AM","Osborne, Helene","FG 313","8","18","In-Person",
"03","27925","FNES 014 (2, 1)","Individual Sports","T","5:00 PM - 6:50 PM","Cassandro, Karen","FG 300N","25","24","In-Person",
"011","27923","FNES 014 (2, 1)","Individual Sports","T, TH","11:10 AM - 12:00 PM","Fleming, Liselotte","FG 300N","10","20","In-Person",
"01","27927","FNES 014 (2, 1)","Individual Sports","T","2:15 PM - 4:05 PM","Osborne, Helene","FG 313","5","20","In-Person",
"010","27924","FNES 014 (2, 1)","Individual Sports","T, TH","9:00 AM - 9:50 AM","Fleming, Liselotte","FG 300N","8","20","In-Person",
"01","27853","FNES 030 (3, 3)","Fitness Through Diet","W","4:35 PM - 7:05 PM","Giannopoulos, George","FG 312","0","25","In-Person",
"69LB","27900","FNES 101 (5, 3)","The Science of Foods","S","9:10 AM - 12:30 PM","Roszkowski, Olivia","RE 301","16","15","In-Person",
"ASYN","27903","FNES 101 (5, 3)","The Science of Foods","&nbsp;"," - ","Choi, Sungeun","OL 02","106","120","Online Async",
"11LB","27904","FNES 101 (5, 3)","The Science of Foods","M","1:40 PM - 5:00 PM","Moran, Patrick","RE 301","16","15","In-Person",
"41LB","27905","FNES 101 (5, 3)","The Science of Foods","TH","1:40 PM - 5:00 PM","Roszkowski, Olivia","RE 301","15","15","In-Person",
"31LB","31669","FNES 101 (5, 3)","The Science of Foods","W","1:30 PM - 4:50 PM","Corvese, Maria","RE 301","16","15","In-Person",
"35LB","27899","FNES 101 (5, 3)","The Science of Foods","W","5:30 PM - 8:50 PM","Reganato, Lauren","RE 301","15","15","In-Person",
"SEEK","27902","FNES 101 (5, 3)","The Science of Foods","F","8:40 AM - 12:00 PM","Cheung, Wing Yee","RE 301","28","24","In-Person",
"3140","27928","FNES 104 (3, 3)","Aspects Of Foods","W","1:40 PM - 4:30 PM","Choi, Sungeun","RE 017","25","45","In-Person",
"4114","27953","FNES 105 (5, 3)","Food Sustainability: Food Sys","TH","11:40 AM - 1:20 PM","Moran, Patrick","RE 302","22","20","In-Person",
"49LB","27959","FNES 105 (5, 3)","Food Sustainability: Food Sys","TH","9:10 AM - 11:40 AM","Moran, Patrick","RE 301","22","20","In-Person",
"ASYN","28837","FNES 106 (3, 3)","Intro Fam &amp; Cons Sci","&nbsp;"," - ","Armoza, Fernanda","OL 02","26","25","Online Async",
"3140","27855","FNES 140 (3, 3)","Child Development/Parenting","W","1:40 PM - 4:30 PM","Lovitz, Melissa","RE 310","23","23","In-Person",
"01","27844","FNES 143 (2, 1)","Fundamental Motor Skills","M, W","5:00 PM - 5:50 PM","Kolb, Christopher","FG 300N","2","24","In-Person",
"002","27843","FNES 143 (2, 1)","Fundamental Motor Skills","M, W","6:30 PM - 7:20 PM","Pasquale, Louis","FG 300N","24","24","In-Person",
"01","27847","FNES 146 (3, 3)","Sport Skill Analysis","TH","5:00 PM - 7:50 PM","Lee, Christopher","FG 307","30","30","In-Person",
"ASY1","27936","FNES 147 (3, 3)","Family Relations","&nbsp;"," - ","Lovitz, Melissa","OL 02","40","40","Online Async",
"391H","28762","FNES 147 (3, 3)","Family Relations","W","9:10 AM - 12:00 PM","Riina, Elizabeth","PH 130","13","40","Hybrid Async",
"QI1","53585","FNES 147 (3, 3)","Family Relations","T, TH","2:00 PM - 3:15 PM","Lovitz, Melissa"," ","0","0","In-Person",
"SEEK","27937","FNES 147 (3, 3)","Family Relations","TH","9:10 AM - 12:00 PM","Lombardi, Laura","RA 219","22","20","In-Person",
"ASY2","27938","FNES 147 (3, 3)","Family Relations","&nbsp;"," - ","Riina, Elizabeth","OL 02","40","40","Online Async",
"4910","40162","FNES 151 (3, 3)","Families as Consumers","TH","9:10 AM - 12:00 PM","Lovitz, Melissa","RE 310","13","20","In-Person",
"002","27884","FNES 160 (3, 3)","Principles/Foundations of P.E","T, TH","10:45 AM - 12:00 PM","Ha, Taemin","FG 211A","4","18","In-Person",
"01","27885","FNES 160 (3, 3)","Principles/Foundations of P.E","W","9:10 AM - 12:00 PM","Angelastro, Jessica","FG 312","6","18","In-Person",
"01","27886","FNES 161W (3, 3)","Intro Teaching  Phys Educ","T","9:10 AM - 12:00 PM","Angelastro, Jessica","FG 312","23","25","In-Person",
"1500","27442","FNES 163 (3, 3)","General Nutrition","M","5:00 PM - 7:50 PM",", ","RE 105","6","40","Hybrid Sync",
"3910","27485","FNES 163 (3, 3)","General Nutrition","W","9:10 AM - 12:00 PM",", ","SB D133","14","40","In-Person",
"ASYN","27917","FNES 163 (3, 3)","General Nutrition","&nbsp;"," - ","Jasti, Sunitha","OL 02","41","40","Online Async",
"4910","27919","FNES 163 (3, 3)","General Nutrition","TH","9:10 AM - 12:00 PM","Gallucci, Maryann","PH 130","40","40","Hybrid Sync",
"1140","27915","FNES 163 (3, 3)","General Nutrition","M","1:40 PM - 4:30 PM","Fischer, Victoria","QH 340","8","40","Hybrid Sync",
"4910","27919","FNES 163 (3, 3)","General Nutrition","TH","9:10 AM - 12:00 PM","Gallucci, Maryann","OL 01","40","40","Hybrid Sync",
"SEEK","27916","FNES 163 (3, 3)","General Nutrition","T, TH","1:40 PM - 2:55 PM","Gallucci, Maryann","RO 257","20","20","In-Person",
"ASYN","27958","FNES 200 (2, 2)","Princ Food Safety &amp; Sanitation","&nbsp;"," - ","Choi, Jihee","OL 02","15","20","Online Async",
"ASYN","27889","FNES 203 (5, 3)","Meal Plan for Therap Diets","&nbsp;"," - ","Moran, Patrick","OL 02","21","18","Online Async",
"LB2P","27890","FNES 203 (5, 3)","Meal Plan for Therap Diets","T","1:40 PM - 4:30 PM","Moran, Patrick","RE 301","21","18","In-Person",
"001","27951","FNES 2103 (3, 3)","Independent Study in Exer Sci","&nbsp;"," - ",", ","OL 02","0","5","Online Async",
"02","27961","FNES 211 (3, 3)","Intro Assess &amp; Phys Activity","T, TH","1:40 PM - 2:55 PM","Azzollini, Ann","FG 211A","22","24","In-Person",
"01","27866","FNES 212 (2, 1)","Tch/Assmnt Of Team Activities","TH","10:05 AM - 11:55 AM","Angelastro, Jessica","FG 306","29","24","In-Person",
"001","27947","FNES 213 (3, 3)","Aerobic and Anerobic Training","T, TH","10:45 AM - 12:00 PM","Azzollini, Ann"," ","21","24","In-Person",
"01","27858","FNES 214 (2, 1)","Tchg Ind/Dual Act","M, W","9:00 AM - 9:50 AM","Hoover, Robert","FG 306","29","24","In-Person",
"NEX","27912","FNES 230 (3, 3)","Exer, Bal, &amp; Weight Control","M, W","1:40 PM - 2:55 PM","Quiles Gonzalez, Norberto","FG 312","20","30","In-Person",
"04","27913","FNES 230 (3, 3)","Exer, Bal, &amp; Weight Control","T, TH","3:10 PM - 4:25 PM","Garelle, Judy","FG 211A","13","30","In-Person",
"001","27874","FNES 235 (3, 3)","Analysis of Human Movement","TH","1:40 PM - 4:30 PM","Hanson, Derek","FG 307","21","30","In-Person",
"1140","27943","FNES 247 (3, 3)","Stats for Human Dev &amp; Fam Sci","M","1:40 PM - 4:30 PM","Lovitz, Melissa","PH 206","11","24","In-Person",
"211H","27873","FNES 248 (3, 3)","Pbms Marriage &amp; Fam","T","11:30 AM - 2:20 PM","Robila, Mihaela","RE 310","31","31","Hybrid Async",
"211H","27873","FNES 248 (3, 3)","Pbms Marriage &amp; Fam","T","11:30 AM - 2:20 PM","Robila, Mihaela","OL 02","31","31","Hybrid Async",
"2910","27944","FNES 260 (3, 3)","Research Methods in Nutrition","T","9:10 AM - 12:00 PM","Jasti, Sunitha","RE 302","28","28","In-Person",
"001","27946","FNES 261 (3, 3)","Nutrition Concepts","W","10:45 AM - 12:00 PM","Westfal, Sandi","RE 302","31","30","Hybrid Async",
"001","27946","FNES 261 (3, 3)","Nutrition Concepts","&nbsp;"," - ","Westfal, Sandi","OL 02","31","30","Hybrid Async",
"2140","27908","FNES 263 (3, 3)","Nutrition I","T","1:40 PM - 4:30 PM","Fischer, Victoria","RE 302","32","32","In-Person",
"01","27850","FNES 266 (3, 3)","Phyed:Prek - Elemen","M, W","5:00 PM - 6:15 PM","Pasquale, Louis","FG 306","24","24","In-Person",
"02","27849","FNES 266 (3, 3)","Phyed:Prek - Elemen","M, W","6:30 PM - 7:45 PM","Kolb, Christopher","FG 306","0","18","In-Person",
"4140","29650","FNES 275 (3, 3)","Institutional Management","TH","1:40 PM - 4:30 PM","Choi, Jihee","RE 302","25","25","In-Person",
"2910","27950","FNES 300 (2, 2)","Seminar: Career Advancement","T","9:10 AM - 12:00 PM","Gallucci, Maryann","RE 307","17","25","In-Person",
"2911","51891","FNES 305 (1, 1)","Sem in Career Advancement","T","9:10 AM - 12:00 PM","Gallucci, Maryann","RE 307","10","15","In-Person",
"ASYN","27933","FNES 307W (5, 3)","Experimental Food Science","&nbsp;"," - ","Choi, Sungeun","OL 02","19","21","Online Async",
"39LB","27932","FNES 307W (5, 3)","Experimental Food Science","W","9:10 AM - 12:00 PM","Choi, Sungeun","RE 301","19","21","In-Person",
"01","27909","FNES 311 (3, 3)","Phys Fitness &amp; Training Prog","T, TH","12:15 PM - 1:30 PM","Fleming, Liselotte","FG 306","24","24","In-Person",
"2435","27896","FNES 336 (3, 3)","Ed Trends In Fam Sci","T","4:35 PM - 7:05 PM","Armoza, Fernanda","OL 01","2","10","Online Sync",
"4435","29637","FNES 338 (4, 4)","Meth&amp;Mat For Tch Fcs","TH","4:35 PM - 8:25 PM","Barnaby, Jacqueline","OL 01","1","10","Online Sync",
"01","27940","FNES 340 (3, 3)","Kinesiology","M, W","9:15 AM - 10:30 AM","Chinnan, Ashley"," ","26","30","In-Person",
"01","27857","FNES 341 (3, 3)","Biomechanics","T, TH","9:15 AM - 10:30 AM","Hung, Yaching"," ","23","30","In-Person",
"NEX","27845","FNES 342 (3, 3)","Physiology Muscular Activity","M, W","1:40 PM - 2:55 PM","Mcfadden, Bridget","FG 307","20","25","In-Person",
"01","27846","FNES 342 (3, 3)","Physiology Muscular Activity","M, W","10:45 AM - 12:00 PM","Quiles Gonzalez, Norberto","FG 306","18","30","In-Person",
"01","27907","FNES 343 (3, 3)","Motor Learning and Performance","M, W","1:40 PM - 2:55 PM","Bernstein, Eve","FG 306","21","30","In-Person",
